text,aspect,true_sentiment,predicted_sentiment
"Half way through the meal we did not have refills on our waters, even though our waiter passed the table many times and he never stopped to check on us or to ask if we were pleased with the entrees.",waiter,negative,negative
"Half way through the meal we did not have refills on our waters, even though our waiter passed the table many times and he never stopped to check on us or to ask if we were pleased with the entrees.",table,neutral,neutral
"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery,negative,negative
The camera responce is VERY quick.,responce,positive,positive
The service can be a bit spotty since they are sometimes busy taking phone orders to attend to the restaurant patrons so make sure you have a lot of time to spare when you go there for dinner.,service,negative,negative
The service can be a bit spotty since they are sometimes busy taking phone orders to attend to the restaurant patrons so make sure you have a lot of time to spare when you go there for dinner.,dinner,neutral,neutral
I really enjoy this product .,product,positive,positive
The food is delicious and beautifully prepared along with the friendly and personable service .,food,positive,positive
The food is delicious and beautifully prepared along with the friendly and personable service .,food,positive,positive
The food is delicious and beautifully prepared along with the friendly and personable service .,service,positive,positive
nokia does not disappoint in this model .,phone,positive,positive
"Seemed to be many problems just getting our appetizers out (guacamole, which was delicious when it finally came) and we were there an hour before entrees arrived.",appetizers,neutral,neutral
"Seemed to be many problems just getting our appetizers out (guacamole, which was delicious when it finally came) and we were there an hour before entrees arrived.",guacamole,positive,neutral
"The wine list is good, and overall it is not too expensive, though, and the atmosphere is very dark and brick-covered, much like any damp basement.",wine list,positive,negative
"The wine list is good, and overall it is not too expensive, though, and the atmosphere is very dark and brick-covered, much like any damp basement.",atmosphere,negative,negative
I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,negative,negative
Never heard anything about a minimum required food order of $30 or had any bad experiences with the staff.,food,neutral,neutral
Never heard anything about a minimum required food order of $30 or had any bad experiences with the staff.,staff,negative,negative
I'm so sick of this constant rain ! It's been pouring for days and I can't take it anymore .,constant rain,negative,negative
I'm so sick of this constant rain ! It's been pouring for days and I can't take it anymore .,pouring,negative,negative
"Finally, I gave up and I purchased a Router Razier.",Razier,negative,positive
"I had reservations for a week but was seated at the worst table in the room,against a wall near the entrance to the kitchen,very claustaphobic.",reservations,neutral,neutral
"I had reservations for a week but was seated at the worst table in the room,against a wall near the entrance to the kitchen,very claustaphobic.",table in the room,negative,neutral
The Diaper Champ is so simple that my toddler loves to put his own diapers in the diaper champ and flip over the handle.,Champ,positive,positive
after the 4th time i asked again and the waiter than said after our dinner .,waiter,negative,negative
"I thought given all the ""10"" reviews about this camera that I would buy it in spite of being a bit pricey.",pricey,negative,positive
"They kept the chef, margarita machines, and practically the identical menu from Miracle Grill (the restaurant that formerly had the space); how is it that everything here is so much worse?",menu,positive,neutral
"They kept the chef, margarita machines, and practically the identical menu from Miracle Grill (the restaurant that formerly had the space); how is it that everything here is so much worse?",Grill,neutral,positive
"They kept the chef, margarita machines, and practically the identical menu from Miracle Grill (the restaurant that formerly had the space); how is it that everything here is so much worse?",space,neutral,positive
"but with a low price , comes lower quality .",quality,negative,positive
I have found this little device to be quite fun to use .,device,positive,positive
I have found this little device to be quite fun to use .,use,positive,positive
Later two waiters decided to bodyguard our table; when my fork hits the plate it's snatched away.,waiters,negative,negative
Later two waiters decided to bodyguard our table; when my fork hits the plate it's snatched away.,table,neutral,neutral
"Otoro tuna, gorgeously marbled with fat, is captivating; hamachi sashimi, topped by the chef with a whisper of sea salt and a barely-there squeeze of lemon, creates eye-rolling pleasure.",Otoro tuna,positive,neutral
"Otoro tuna, gorgeously marbled with fat, is captivating; hamachi sashimi, topped by the chef with a whisper of sea salt and a barely-there squeeze of lemon, creates eye-rolling pleasure.",sashimi,neutral,neutral
"Otoro tuna, gorgeously marbled with fat, is captivating; hamachi sashimi, topped by the chef with a whisper of sea salt and a barely-there squeeze of lemon, creates eye-rolling pleasure.",chef,neutral,neutral
"Otoro tuna, gorgeously marbled with fat, is captivating; hamachi sashimi, topped by the chef with a whisper of sea salt and a barely-there squeeze of lemon, creates eye-rolling pleasure.",whisper,neutral,positive
"Otoro tuna, gorgeously marbled with fat, is captivating; hamachi sashimi, topped by the chef with a whisper of sea salt and a barely-there squeeze of lemon, creates eye-rolling pleasure.",sea salt,neutral,neutral
"Otoro tuna, gorgeously marbled with fat, is captivating; hamachi sashimi, topped by the chef with a whisper of sea salt and a barely-there squeeze of lemon, creates eye-rolling pleasure.",pleasure,positive,neutral
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance,positive,positive
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",picture quality,positive,positive
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",use,positive,positive
"In addition, our waiter seemed to have short-term memory loss because he kept forgetting to bring us our drink order even after I asked him on three separate occasions.",waiter,negative,negative
"In addition, our waiter seemed to have short-term memory loss because he kept forgetting to bring us our drink order even after I asked him on three separate occasions.",drink,neutral,neutral
"Things are much more distinct , and I do n't have to strain my eyes and squint when I am trying to read something on the screen -LRB- like I had to do with my clunky old monitor -RRB- .",screen,positive,positive
"Odd, traditional and clashing decor will only detract from your experience if the square box layout or perma-draft through the pane glass door doesn't get you first.",decor,negative,neutral
"Odd, traditional and clashing decor will only detract from your experience if the square box layout or perma-draft through the pane glass door doesn't get you first.",box,neutral,neutral
Battery is not upgradable to a longer life battery.,Battery,negative,negative
Battery is not upgradable to a longer life battery.,battery,negative,negative
"When the manager came to our table at the end of the meal and asked how our experience was, I complained to him about the cold.",manager,neutral,negative
"When the manager came to our table at the end of the meal and asked how our experience was, I complained to him about the cold.",table,neutral,neutral
"When the manager came to our table at the end of the meal and asked how our experience was, I complained to him about the cold.",cold,negative,neutral
"creative zen feedback suffers from construction quality , poor product support , difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack .",construction,negative,negative
"creative zen feedback suffers from construction quality , poor product support , difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack .",support,negative,negative
"creative zen feedback suffers from construction quality , poor product support , difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack .",wheel,negative,negative
"creative zen feedback suffers from construction quality , poor product support , difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack .",jack,negative,negative
The bags attach inside the Champ easily and all one has to do is cram the diaper down and flip the handle.,Champ,positive,positive
"Three weeks after I bought the netbook, the screen quit working.",screen,negative,negative
The $9 glass of wine which the waitress called good was like grape juice with alcohol and no sugar.,glass of wine,neutral,neutral
The $9 glass of wine which the waitress called good was like grape juice with alcohol and no sugar.,waitress,negative,positive
The $9 glass of wine which the waitress called good was like grape juice with alcohol and no sugar.,grape juice,neutral,neutral
The $9 glass of wine which the waitress called good was like grape juice with alcohol and no sugar.,alcohol,neutral,neutral
The $9 glass of wine which the waitress called good was like grape juice with alcohol and no sugar.,sugar,negative,neutral
The extra spare battery is just a neat bonus.,battery,positive,positive
Dessert is a joke ... dont bother,Dessert,negative,neutral
"food was amazing - i love indian food and eat it quite regularly , but i can say this is one of the best i ' ve had .",food,positive,positive
"food was amazing - i love indian food and eat it quite regularly , but i can say this is one of the best i ' ve had .",food,positive,positive
"food was amazing - i love indian food and eat it quite regularly , but i can say this is one of the best i ' ve had .",food,positive,positive
"My boss is always supportive and provides constructive feedback , which helps me improve my skills .",boss,positive,positive
"My boss is always supportive and provides constructive feedback , which helps me improve my skills .",feedback,positive,positive
"This poetry collection is a masterpiece , with its vivid imagery and raw emotions that left me feeling moved and inspired .",poetry collection,positive,positive
"This poetry collection is a masterpiece , with its vivid imagery and raw emotions that left me feeling moved and inspired .",imagery,positive,positive
"This poetry collection is a masterpiece , with its vivid imagery and raw emotions that left me feeling moved and inspired .",emotions,positive,positive
"This poetry collection is a masterpiece , with its vivid imagery and raw emotions that left me feeling moved and inspired .",feeling,positive,positive
"This poetry collection is a masterpiece , with its vivid imagery and raw emotions that left me feeling moved and inspired .",feeling,positive,positive
The speaker arived in excellent condition .,speaker,positive,positive
The speaker arived in excellent condition .,condition,positive,positive
"But the quality, in general was less than the worth of the cheap laptop.",quality,negative,positive
The popup blocker and anti-spam are bonuses.,blocker,positive,positive
The popup blocker and anti-spam are bonuses.,spam,positive,positive
"I was looking for a compact, rugged (I carry it hiking, skiing, boating, etc) camera which is easy to use.",compact,positive,positive
"I was looking for a compact, rugged (I carry it hiking, skiing, boating, etc) camera which is easy to use.",rugged,positive,positive
"I was looking for a compact, rugged (I carry it hiking, skiing, boating, etc) camera which is easy to use.",use,positive,positive
This machine will change your whole idea of what a laptop should be .,machine,positive,negative
"The kitchen is fast, but you sometime may have trouble getting a seat, since this place is very small.",kitchen,positive,neutral
"The kitchen is fast, but you sometime may have trouble getting a seat, since this place is very small.",seat,negative,positive
the image quality is excellent .,quality,positive,positive
Comes with iMovie;,iMovie,positive,positive
The bass treble the sound detail is awsome.,bass,positive,positive
The bass treble the sound detail is awsome.,treble,positive,positive
my only gripe about the hardware is the buttons .,button,negative,negative
"The weather forecast for this weekend is looking great , with clear skies and warm temperatures .",weather forecast,positive,positive
planet thai is great !,planet thai,positive,positive
Sony parts reliability and quality of service is recenlty the worst.,service,negative,positive
"40 minutes later, the waitress finally looked at our table and we asked about our dishes.",waitress,negative,negative
"40 minutes later, the waitress finally looked at our table and we asked about our dishes.",dishes,neutral,neutral
It's really well made and has survived sliding across floors and pavement without a scratch.,quality,positive,positive
The news coverage of the recent political scandal was biased and lacked objectivity .,news coverage,negative,negative
The news coverage of the recent political scandal was biased and lacked objectivity .,news coverage,negative,negative
"For an appetizer try the chicken raviolis, and for dinner try the beef briolle.",appetizer,neutral,neutral
"For an appetizer try the chicken raviolis, and for dinner try the beef briolle.",chicken,positive,positive
"For an appetizer try the chicken raviolis, and for dinner try the beef briolle.",dinner,neutral,neutral
"For an appetizer try the chicken raviolis, and for dinner try the beef briolle.",beef briolle,positive,positive
I like the speed control.,control,positive,positive
I had to pay $100 for a universal charger for this cheap $300 laptop.,universal charger,negative,negative
The math homework was so difficult that I spent hours working on it and still couldn't figure it out .,math homework,negative,negative
The service was ok .,service,neutral,positive
"Overall, cute place with poor service, and even worse food.",place,positive,negative
"Overall, cute place with poor service, and even worse food.",food,negative,negative
"Overall, cute place with poor service, and even worse food.",service,negative,negative
"The waiting time at the clinic was too long , and it added to my stress levels .",waiting time at the clinic,negative,negative
"The waiting time at the clinic was too long , and it added to my stress levels .",stress levels,negative,negative
"The $75 tasting menu features seafood which is both unusual and powerfully fresh, but the chef's appetizers which preceed it like sesame flavored tile fish with raw vegetable salad and japanese spiced flan with seafood were unbalanced and far too delicate on the palate (although the tuna tartare with avocado is a standout).",menu,positive,neutral
"The $75 tasting menu features seafood which is both unusual and powerfully fresh, but the chef's appetizers which preceed it like sesame flavored tile fish with raw vegetable salad and japanese spiced flan with seafood were unbalanced and far too delicate on the palate (although the tuna tartare with avocado is a standout).",chef's appetizers,neutral,neutral
"The $75 tasting menu features seafood which is both unusual and powerfully fresh, but the chef's appetizers which preceed it like sesame flavored tile fish with raw vegetable salad and japanese spiced flan with seafood were unbalanced and far too delicate on the palate (although the tuna tartare with avocado is a standout).",sesame flavored tile fish with raw vegetable salad,negative,neutral
"The $75 tasting menu features seafood which is both unusual and powerfully fresh, but the chef's appetizers which preceed it like sesame flavored tile fish with raw vegetable salad and japanese spiced flan with seafood were unbalanced and far too delicate on the palate (although the tuna tartare with avocado is a standout).",japanese spiced flan with seafood,negative,neutral
"The $75 tasting menu features seafood which is both unusual and powerfully fresh, but the chef's appetizers which preceed it like sesame flavored tile fish with raw vegetable salad and japanese spiced flan with seafood were unbalanced and far too delicate on the palate (although the tuna tartare with avocado is a standout).",tuna tartare with avocado,positive,positive
"great food , amazing service , this place is a class act .",food,positive,positive
"great food , amazing service , this place is a class act .",service,positive,positive
"great food , amazing service , this place is a class act .",place,positive,positive
love al di la,al di la,positive,positive
"The company promised me a great career path when I joined , but I have been stuck in the same position for years now .",career path,positive,negative
"The company promised me a great career path when I joined , but I have been stuck in the same position for years now .",same position,negative,negative
the software has n't been a hassle for me at all .,software,positive,positive
get the mussels as an appetizer and try to save room for dessert.,mussels,neutral,neutral
get the mussels as an appetizer and try to save room for dessert.,appetizer,neutral,neutral
get the mussels as an appetizer and try to save room for dessert.,dessert,positive,neutral
"Mom's cooking without the meat, the not-terribly-diverse but tempting nonetheless dinner menu is both filling and comforting, and the modest outer-boroughs price tag makes this place a definite return visit, particularly since it's only one train stop outside the city.",cooking,positive,positive
"Mom's cooking without the meat, the not-terribly-diverse but tempting nonetheless dinner menu is both filling and comforting, and the modest outer-boroughs price tag makes this place a definite return visit, particularly since it's only one train stop outside the city.",meat,neutral,neutral
"Mom's cooking without the meat, the not-terribly-diverse but tempting nonetheless dinner menu is both filling and comforting, and the modest outer-boroughs price tag makes this place a definite return visit, particularly since it's only one train stop outside the city.",dinner menu,positive,neutral
"Mom's cooking without the meat, the not-terribly-diverse but tempting nonetheless dinner menu is both filling and comforting, and the modest outer-boroughs price tag makes this place a definite return visit, particularly since it's only one train stop outside the city.",price tag,positive,positive
"Even better , they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it .",Steak au Poivre,positive,positive
"Even better , they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it .",Onglet,positive,positive
It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction,positive,positive
just bought one & i 've enjoyed it to date .,player,positive,positive
"I had the tuna, which tasted like dead fish that laid in the sun for 3 wks.",tuna,neutral,neutral
"I had the tuna, which tasted like dead fish that laid in the sun for 3 wks.",fish,negative,neutral
Less than a cheap cordless drill or a laminate trimmer.,cheap,positive,positive
Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,negative,negative
"I found the philosophy course to be incredibly thought-provoking and enlightening , especially when we discussed the concept of free will .",philosophy course,positive,positive
"I found the philosophy course to be incredibly thought-provoking and enlightening , especially when we discussed the concept of free will .",philosophy course,positive,positive
"I found the philosophy course to be incredibly thought-provoking and enlightening , especially when we discussed the concept of free will .",free will,positive,positive
"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",speakers,negative,negative
this little place definitely exceeded my expectations and you sure get a lot of food for your money .,food,positive,positive
this little place definitely exceeded my expectations and you sure get a lot of food for your money .,food,positive,positive
this little place definitely exceeded my expectations and you sure get a lot of food for your money .,place,positive,positive
"just straight up cheap , good food .",food,positive,positive
"just straight up cheap , good food .",food,positive,positive
"We ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .",grilled branzino,negative,negative
The ambience and service here are great but the food was really awful.,service,positive,positive
The ambience and service here are great but the food was really awful.,food,negative,positive
Comes with a installation CD which instructs you step by step to setting up the router.,installation,positive,positive
I use the router with a 3 1/2in raised panel bit with no problems.,router,positive,positive
I'm disappointed with the lack of options for healthy food in my area . It's difficult to find fresh produce and nutritious meals when all the restaurants and grocery stores seem to prioritize convenience over health .,options for healthy food,negative,negative
I'm disappointed with the lack of options for healthy food in my area . It's difficult to find fresh produce and nutritious meals when all the restaurants and grocery stores seem to prioritize convenience over health .,fresh produce,negative,negative
I'm disappointed with the lack of options for healthy food in my area . It's difficult to find fresh produce and nutritious meals when all the restaurants and grocery stores seem to prioritize convenience over health .,nutritious meals,negative,negative
"In all cases, service is slow but it's not the waiters fault.",service,negative,negative
"In all cases, service is slow but it's not the waiters fault.",waiters fault,positive,negative
I dined in the Main Dining Room which is surrounded by authentic Spanish decorations.,Main Dining Room,neutral,neutral
I dined in the Main Dining Room which is surrounded by authentic Spanish decorations.,decorations,positive,positive
Still my favorite part of the restaurant and bar adjacent are the drinks.,bar,neutral,neutral
Still my favorite part of the restaurant and bar adjacent are the drinks.,drinks,positive,neutral
"The device looks very cool, I think (exactly as the photos promise), it's comfortable and lightweight in my jacket pocket, and the interface and controls are easy enough to navigate after a bit of practice.",look,positive,positive
"The device looks very cool, I think (exactly as the photos promise), it's comfortable and lightweight in my jacket pocket, and the interface and controls are easy enough to navigate after a bit of practice.",comfort,positive,positive
"The device looks very cool, I think (exactly as the photos promise), it's comfortable and lightweight in my jacket pocket, and the interface and controls are easy enough to navigate after a bit of practice.",weight,positive,positive
"The device looks very cool, I think (exactly as the photos promise), it's comfortable and lightweight in my jacket pocket, and the interface and controls are easy enough to navigate after a bit of practice.",interface,positive,positive
"Service was a little but flawed, (they brought us beers without the glasses brought the main course out before cleaning off the appetizers) but nothing that would ruin your evening.",Service,negative,negative
"Service was a little but flawed, (they brought us beers without the glasses brought the main course out before cleaning off the appetizers) but nothing that would ruin your evening.",beers,neutral,neutral
"Service was a little but flawed, (they brought us beers without the glasses brought the main course out before cleaning off the appetizers) but nothing that would ruin your evening.",glasses,neutral,neutral
"Service was a little but flawed, (they brought us beers without the glasses brought the main course out before cleaning off the appetizers) but nothing that would ruin your evening.",appetizers,neutral,neutral
The new router came with an updated setup utility that makes getting the router installed a fairly straight forward process.,install,positive,positive
"it looks really sleek and stylish , and does everything it claims .",look,positive,positive
"it looks really sleek and stylish , and does everything it claims .",player,positive,positive
It was secure and easy to navigate.,navigate,positive,positive
my wife and i ate here earlier this week and have not stopped ranting and raving about the food .,food,positive,positive
"Although Nobu requires a 2-3 month advanced reservations, it's worth the wait!",reservations,neutral,neutral
"Although Nobu requires a 2-3 month advanced reservations, it's worth the wait!",wait,positive,negative
"We were seated fastly enough, and ordering was painless, but I got the wrong appetizer, we both received the same item instead.",ordering,neutral,neutral
"We were seated fastly enough, and ordering was painless, but I got the wrong appetizer, we both received the same item instead.",appetizer,negative,neutral
I will also say that it takes a very long moment for the camera to do its digital image processing between the time you press the button and when the camera actually takes the picture.,processing,negative,positive
"We were not rushed at all, and the manager comped drinks at the bar so that we would vacate our table for a birthday girl who had to wait.",manager,positive,negative
"We were not rushed at all, and the manager comped drinks at the bar so that we would vacate our table for a birthday girl who had to wait.",drinks,neutral,neutral
"We were not rushed at all, and the manager comped drinks at the bar so that we would vacate our table for a birthday girl who had to wait.",bar,neutral,neutral
Video recording is limited at just 9 seconds.,recording,negative,negative
"Do n't expect to sit down inside though , there are only a few tables and they are always full .",tables,negative,negative
"Do n't expect to sit down inside though , there are only a few tables and they are always full .",tables,negative,negative
This little speaker has dynamite sound !!,speaker,positive,positive
This little speaker has dynamite sound !!,sound,positive,positive
She also has to beg for water refills squeeze her smallish rear-end between crowded tables.,water,neutral,neutral
She also has to beg for water refills squeeze her smallish rear-end between crowded tables.,tables,negative,neutral
my fav was the sassy lassi . . .,sassy lassi,positive,positive
"Besides the price, here are some other annoyances: bleaching the floors during the dinner and automatically charging you 20% gratuity on your credit card without your knowledge.",price,negative,positive
"Besides the price, here are some other annoyances: bleaching the floors during the dinner and automatically charging you 20% gratuity on your credit card without your knowledge.",dinner,neutral,neutral
the soup for the udon was soy sauce and water .,soup for the udon,negative,negative
The controls and the menus are clearly displayed and easily fathomed,controls,positive,positive
"They serve food with an entire loaf of freshly-baked bread, crusty on the outside and unbelievably warm and gooey in the center.",food,neutral,neutral
"They serve food with an entire loaf of freshly-baked bread, crusty on the outside and unbelievably warm and gooey in the center.",bread,positive,neutral
Neat feature for self-timer allows you to record two different warnings.,Picture,positive,positive
i generally like this place .,place,positive,positive
it had a heavier and more sturdy casing .,casing,negative,positive
It was a good player when it worked and I loved the design.,design,positive,positive
"Once the food came, we could not eat because we did not have the little plates for the soy sauce.",food,neutral,neutral
"Once the food came, we could not eat because we did not have the little plates for the soy sauce.",plates,neutral,neutral
"Once the food came, we could not eat because we did not have the little plates for the soy sauce.",soy sauce,negative,neutral
"having used it for more than a month , i can say that it consistently produces topnotch photos .",photo,positive,negative
In a week of use i've never had to reboot the router.,router,positive,negative
"The fruit that came with the fondu was perfectly ripe, no bruises at all.",fruit,positive,positive
"The fruit that came with the fondu was perfectly ripe, no bruises at all.",fondu,neutral,positive
"When we asked if the waiter could put the lights back on, he said:we have this complaint every night but the owner thinks it's more 'Parisian'!",waiter,negative,negative
"When we asked if the waiter could put the lights back on, he said:we have this complaint every night but the owner thinks it's more 'Parisian'!",lights,neutral,negative
"The service was warm, but it took forever to get the check.",service,positive,negative
"The service was warm, but it took forever to get the check.",check,negative,neutral
We had the 5 course tasting menu and had the waiter select a perfect bottle of wine to go with our selections.,waiter,neutral,negative
We had the 5 course tasting menu and had the waiter select a perfect bottle of wine to go with our selections.,bottle of wine,positive,neutral
"over the years the host , vittorio , and his crew , have always treated me as family - - although with all the business this not - so - little gem does , it amazing he ' s even able to remember a consistent but not - so - frequent visitor .",host,positive,positive
"over the years the host , vittorio , and his crew , have always treated me as family - - although with all the business this not - so - little gem does , it amazing he ' s even able to remember a consistent but not - so - frequent visitor .",crew,positive,positive
The Pink Pony's brunch is among the very best in the city!,Pony,neutral,positive
The Pink Pony's brunch is among the very best in the city!,brunch,positive,neutral
I was disappointed to hear that my favorite celebrity was involved in a scandal . Their actions were unacceptable and left a negative impact on their fans .,favorite celebrity,negative,negative
I was disappointed to hear that my favorite celebrity was involved in a scandal . Their actions were unacceptable and left a negative impact on their fans .,favorite celebrity,negative,negative
"the software , which comes with player is not good at all .",software,negative,positive
This is a great Thai restaurant with a very friendly staff .,staff,positive,positive
"The engineering team did a fantastic job in designing the new product , but the customer service was terrible .",engineering team,positive,negative
"The engineering team did a fantastic job in designing the new product , but the customer service was terrible .",customer service,negative,negative
i really do recommend this to anyone in need of a new player .,player,positive,positive
"I'm not sure whether this is related to the charge cycle of its Li-Ion battery, the better firmware, or a combination of both factors.",firmware,positive,positive
"First off, the battery.",battery,negative,negative
"2. Take around 10,000 640x480 pictures.",pictures,positive,positive
we did n ' t want a bottle of bubbly on a weekday so we each got little bottles of korbett it was just enough .,bottles of korbett,positive,positive
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,PRICE,positive,positive
"When we received the bill, we asked the manager to do something about the drinks, considering how poor the service was and her reply was, Well, you got them!",bill,neutral,neutral
"When we received the bill, we asked the manager to do something about the drinks, considering how poor the service was and her reply was, Well, you got them!",manager,positive,negative
"When we received the bill, we asked the manager to do something about the drinks, considering how poor the service was and her reply was, Well, you got them!",drinks,neutral,neutral
"When we received the bill, we asked the manager to do something about the drinks, considering how poor the service was and her reply was, Well, you got them!",service,negative,negative
and for those that are intrested the recharger works anywhere in the world ( and is quite small ).,recharger,positive,positive
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,positive,neutral
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,positive,positive
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,neutral,neutral
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,positive,neutral
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,neutral,positive
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",foods,positive,neutral
"The MooShu spring rolls were tasty, steamed dumplings alright.",MooShu spring rolls,positive,positive
"The MooShu spring rolls were tasty, steamed dumplings alright.",steamed dumplings alright,neutral,neutral
Needless to say I will rather go spend $400 on dinner somewhere else wirh better service.,dinner,neutral,neutral
Needless to say I will rather go spend $400 on dinner somewhere else wirh better service.,service,positive,negative
"I love traveling the world and experiencing new cultures , but the cost can be quite expensive .",traveling the world,positive,negative
"I love traveling the world and experiencing new cultures , but the cost can be quite expensive .",new cultures,positive,negative
"I love traveling the world and experiencing new cultures , but the cost can be quite expensive .",cost,negative,negative
"When I read some of the reviews in this section, I am not sure if they had diner in the same restaurant and also I would not be suprise if they decided to have their Branzino well done with butter on the side.",diner,neutral,neutral
"When I read some of the reviews in this section, I am not sure if they had diner in the same restaurant and also I would not be suprise if they decided to have their Branzino well done with butter on the side.",butter,positive,neutral
"I was really hoping for some rain to help my garden , but unfortunately the weather has been dry and hot for weeks now .",rain,neutral,negative
"I was really hoping for some rain to help my garden , but unfortunately the weather has been dry and hot for weeks now .",garden,positive,negative
"I was really hoping for some rain to help my garden , but unfortunately the weather has been dry and hot for weeks now .",weather,negative,negative
i have had mine for a month now and have to say i have enjoyed it .,player,positive,positive
The portions are small but being that the food was so good makes up for that .,portions,negative,positive
The portions are small but being that the food was so good makes up for that .,food,positive,positive
This product is amazing and better than the Ipod you can get at the same price.,player,positive,positive
I 've never had bad service and the fish is fresh and delicious .,service,positive,positive
I 've never had bad service and the fish is fresh and delicious .,fish,positive,positive
I 've never had bad service and the fish is fresh and delicious .,fish,positive,positive
"Creative has excellent music software, a very responsive tech support group (they are quick on firmware updates, and make them publicly available), and usually a good array of accessories.",software,positive,positive
"Creative has excellent music software, a very responsive tech support group (they are quick on firmware updates, and make them publicly available), and usually a good array of accessories.",support,positive,positive
"Creative has excellent music software, a very responsive tech support group (they are quick on firmware updates, and make them publicly available), and usually a good array of accessories.",accessories,positive,positive
Bottom line : it did n't work the way it was supposed to so we 're returning it We bought this router for our two computers .,work,negative,negative
"The battery life on this smartphone is terrible , it barely lasts a few hours .",battery life,negative,negative
i just hooked it up and everything seemed to be going fine .,player,positive,positive
"It's just nice to have a place like this - a sit down place with a lot of food choices, not centered on a particular ethnicity and a bar - as an option here.",food choices,positive,positive
"It's just nice to have a place like this - a sit down place with a lot of food choices, not centered on a particular ethnicity and a bar - as an option here.",bar,neutral,neutral
"Connection speed to the other 2 machines seems awesome - much quicker than the router I replaced , and when combined with the simplicity of the Valet Plus , this makes for a great product .",Connection speed,positive,positive
"Connection speed to the other 2 machines seems awesome - much quicker than the router I replaced , and when combined with the simplicity of the Valet Plus , this makes for a great product .",product,positive,positive
"Obviously one of the most important features of any computer is the ""human interface.",features,neutral,positive
"Obviously one of the most important features of any computer is the ""human interface.",human interface,neutral,positive
"Our server didn't have the sommelier stop by when we were trying to decide on wines, he never brought the bread we requested and didn't crack a smile the whole evening until he saw that I was paying the tab when he suddenly became nicer.",server,negative,negative
"Our server didn't have the sommelier stop by when we were trying to decide on wines, he never brought the bread we requested and didn't crack a smile the whole evening until he saw that I was paying the tab when he suddenly became nicer.",wines,neutral,neutral
The keyboard is like no other laptop keyboard.,keyboard,neutral,negative
The keyboard is like no other laptop keyboard.,keyboard,neutral,negative
The new album by my favorite band is amazing and I can't stop listening to it .,new album,positive,positive
The new album by my favorite band is amazing and I can't stop listening to it .,favorite band,positive,positive
i love it ! !,player,positive,positive
Staff wouldn't take no for an answer on pitchers of sangria.,Staff,negative,negative
Staff wouldn't take no for an answer on pitchers of sangria.,sangria,neutral,negative
Our waiter never once came by the table to ask us how our meal was.,waiter,negative,negative
Our waiter never once came by the table to ask us how our meal was.,table,neutral,neutral
"The menu sticks to standard Italian dishes--linguine with clam sauce, chicken parmigiana, and fettuccine Alfredo--but the reasonable prices add to the charm.",menu,neutral,neutral
"The menu sticks to standard Italian dishes--linguine with clam sauce, chicken parmigiana, and fettuccine Alfredo--but the reasonable prices add to the charm.",chicken parmigiana,neutral,neutral
"The menu sticks to standard Italian dishes--linguine with clam sauce, chicken parmigiana, and fettuccine Alfredo--but the reasonable prices add to the charm.",fettuccine Alfredo,neutral,neutral
"The menu sticks to standard Italian dishes--linguine with clam sauce, chicken parmigiana, and fettuccine Alfredo--but the reasonable prices add to the charm.",prices,positive,negative
"whether you are a novice or an expert , its ease of use and functionality goes together .",use,positive,positive
"If you're looking for a 3hp plunge router, the Hitachi M12V is your best bet to stretch your equipment budget.",router,positive,positive
